City,Year,Data_Type,Mode,Share,Source
Berkeley,2012,Residence,Transit,0.198,ACS_B08301_5YR
Berkeley,2012,Residence,Walk,0.17,ACS_B08301_5YR
Berkeley,2012,Residence,Work From Home,0.106,ACS_B08301_5YR
Brentwood,2012,Residence,Bicycle,0.001,ACS_B08301_5YR
Brentwood,2012,Residence,Carpool,0.1,ACS_B08301_5YR
Brentwood,2012,Residence,Drive Alone,0.785,ACS_B08301_5YR
Brentwood,2012,Residence,Other,0.009,ACS_B08301_5YR
Brentwood,2012,Residence,Transit,0.018,ACS_B08301_5YR
Brentwood,2012,Residence,Walk,0.008,ACS_B08301_5YR
Brentwood,2012,Residence,Work From Home,0.079,ACS_B08301_5YR
Brisbane,2012,Residence,Bicycle,0.008,ACS_B08301_5YR
Brisbane,2012,Residence,Carpool,0.103,ACS_B08301_5YR
Brisbane,2012,Residence,Drive Alone,0.697,ACS_B08301_5YR
Brisbane,2012,Residence,Other,0.03,ACS_B08301_5YR
Brisbane,2012,Residence,Transit,0.083,ACS_B08301_5YR
Brisbane,2012,Residence,Walk,0.042,ACS_B08301_5YR
Brisbane,2012,Residence,Work From Home,0.036,ACS_B08301_5YR
Burlingame,2012,Residence,Bicycle,0.009,ACS_B08301_5YR
Burlingame,2012,Residence,Carpool,0.05,ACS_B08301_5YR
Burlingame,2012,Residence,Drive Alone,0.727,ACS_B08301_5YR
Burlingame,2012,Residence,Other,0.009,ACS_B08301_5YR
Burlingame,2012,Residence,Transit,0.105,ACS_B08301_5YR
Burlingame,2012,Residence,Walk,0.037,ACS_B08301_5YR
Burlingame,2012,Residence,Work From Home,0.064,ACS_B08301_5YR
Calistoga,2012,Residence,Bicycle,0.042,ACS_B08301_5YR
Calistoga,2012,Residence,Carpool,0.183,ACS_B08301_5YR
Calistoga,2012,Residence,Drive Alone,0.663,ACS_B08301_5YR
Calistoga,2012,Residence,Other,0.01,ACS_B08301_5YR
Calistoga,2012,Residence,Transit,0.024,ACS_B08301_5YR
Calistoga,2012,Residence,Walk,0.048,ACS_B08301_5YR
Calistoga,2012,Residence,Work From Home,0.031,ACS_B08301_5YR
Campbell,2012,Residence,Bicycle,0.02,ACS_B08301_5YR
Campbell,2012,Residence,Carpool,0.076,ACS_B08301_5YR
Campbell,2012,Residence,Drive Alone,0.805,ACS_B08301_5YR
Campbell,2012,Residence,Other,0.009,ACS_B08301_5YR
Campbell,2012,Residence,Transit,0.024,ACS_B08301_5YR
Campbell,2012,Residence,Walk,0.014,ACS_B08301_5YR
Campbell,2012,Residence,Work From Home,0.052,ACS_B08301_5YR
Clayton,2012,Residence,Bicycle,0,ACS_B08301_5YR
Clayton,2012,Residence,Carpool,0.074,ACS_B08301_5YR
Clayton,2012,Residence,Drive Alone,0.796,ACS_B08301_5YR
Clayton,2012,Residence,Other,0.002,ACS_B08301_5YR
Clayton,2012,Residence,Transit,0.043,ACS_B08301_5YR
Clayton,2012,Residence,Walk,0.003,ACS_B08301_5YR
Clayton,2012,Residence,Work From Home,0.082,ACS_B08301_5YR
Cloverdale,2012,Residence,Bicycle,0,ACS_B08301_5YR
Cloverdale,2012,Residence,Carpool,0.096,ACS_B08301_5YR
Cloverdale,2012,Residence,Drive Alone,0.807,ACS_B08301_5YR
Cloverdale,2012,Residence,Other,0.004,ACS_B08301_5YR
Cloverdale,2012,Residence,Transit,0.003,ACS_B08301_5YR
Cloverdale,2012,Residence,Walk,0.015,ACS_B08301_5YR
Cloverdale,2012,Residence,Work From Home,0.075,ACS_B08301_5YR
Colma,2012,Residence,Bicycle,0,ACS_B08301_5YR
Colma,2012,Residence,Carpool,0.201,ACS_B08301_5YR
Colma,2012,Residence,Drive Alone,0.456,ACS_B08301_5YR
Colma,2012,Residence,Other,0.047,ACS_B08301_5YR
Colma,2012,Residence,Transit,0.216,ACS_B08301_5YR
Colma,2012,Residence,Walk,0.035,ACS_B08301_5YR
Colma,2012,Residence,Work From Home,0.046,ACS_B08301_5YR
Concord,2012,Residence,Bicycle,0.009,ACS_B08301_5YR
Concord,2012,Residence,Carpool,0.12,ACS_B08301_5YR
Concord,2012,Residence,Drive Alone,0.699,ACS_B08301_5YR
Concord,2012,Residence,Other,0.016,ACS_B08301_5YR
Concord,2012,Residence,Transit,0.096,ACS_B08301_5YR
Concord,2012,Residence,Walk,0.02,ACS_B08301_5YR
Concord,2012,Residence,Work From Home,0.039,ACS_B08301_5YR
Corte Madera,2012,Residence,Bicycle,0.01,ACS_B08301_5YR
Corte Madera,2012,Residence,Carpool,0.122,ACS_B08301_5YR
Corte Madera,2012,Residence,Drive Alone,0.684,ACS_B08301_5YR
Corte Madera,2012,Residence,Other,0.009,ACS_B08301_5YR
Corte Madera,2012,Residence,Transit,0.103,ACS_B08301_5YR
Corte Madera,2012,Residence,Walk,0.017,ACS_B08301_5YR
Corte Madera,2012,Residence,Work From Home,0.055,ACS_B08301_5YR
Cotati,2012,Residence,Bicycle,0.016,ACS_B08301_5YR
Cotati,2012,Residence,Carpool,0.103,ACS_B08301_5YR
Cotati,2012,Residence,Drive Alone,0.785,ACS_B08301_5YR
Cotati,2012,Residence,Other,0.031,ACS_B08301_5YR
Cotati,2012,Residence,Transit,0.023,ACS_B08301_5YR
Cotati,2012,Residence,Walk,0.004,ACS_B08301_5YR
Cotati,2012,Residence,Work From Home,0.039,ACS_B08301_5YR
Cupertino,2012,Residence,Bicycle,0.009,ACS_B08301_5YR
Cupertino,2012,Residence,Carpool,0.099,ACS_B08301_5YR
Cupertino,2012,Residence,Drive Alone,0.777,ACS_B08301_5YR
Cupertino,2012,Residence,Other,0.011,ACS_B08301_5YR
Cupertino,2012,Residence,Transit,0.019,ACS_B08301_5YR
Cupertino,2012,Residence,Walk,0.017,ACS_B08301_5YR
Cupertino,2012,Residence,Work From Home,0.068,ACS_B08301_5YR
Daly City,2012,Residence,Bicycle,0.002,ACS_B08301_5YR
Daly City,2012,Residence,Carpool,0.152,ACS_B08301_5YR
Daly City,2012,Residence,Drive Alone,0.608,ACS_B08301_5YR
Daly City,2012,Residence,Other,0.008,ACS_B08301_5YR
Daly City,2012,Residence,Transit,0.189,ACS_B08301_5YR
Daly City,2012,Residence,Walk,0.021,ACS_B08301_5YR
Daly City,2012,Residence,Work From Home,0.019,ACS_B08301_5YR
Danville,2012,Residence,Bicycle,0.002,ACS_B08301_5YR
Danville,2012,Residence,Carpool,0.07,ACS_B08301_5YR
Danville,2012,Residence,Drive Alone,0.762,ACS_B08301_5YR
Danville,2012,Residence,Other,0.006,ACS_B08301_5YR
Danville,2012,Residence,Transit,0.057,ACS_B08301_5YR
Danville,2012,Residence,Walk,0.01,ACS_B08301_5YR
Danville,2012,Residence,Work From Home,0.093,ACS_B08301_5YR
Dixon,2012,Residence,Bicycle,0.004,ACS_B08301_5YR
Dixon,2012,Residence,Carpool,0.109,ACS_B08301_5YR
Dixon,2012,Residence,Drive Alone,0.838,ACS_B08301_5YR
Dixon,2012,Residence,Other,0.01,ACS_B08301_5YR
Dixon,2012,Residence,Transit,0.003,ACS_B08301_5YR
Dixon,2012,Residence,Walk,0.015,ACS_B08301_5YR
Dixon,2012,Residence,Work From Home,0.021,ACS_B08301_5YR
Dublin,2012,Residence,Bicycle,0.003,ACS_B08301_5YR
Dublin,2012,Residence,Carpool,0.09,ACS_B08301_5YR
Dublin,2012,Residence,Drive Alone,0.745,ACS_B08301_5YR
Dublin,2012,Residence,Other,0.018,ACS_B08301_5YR
Dublin,2012,Residence,Transit,0.065,ACS_B08301_5YR
Dublin,2012,Residence,Walk,0.024,ACS_B08301_5YR
Dublin,2012,Residence,Work From Home,0.055,ACS_B08301_5YR
East Palo Alto,2012,Residence,Bicycle,0.036,ACS_B08301_5YR
East Palo Alto,2012,Residence,Carpool,0.142,ACS_B08301_5YR
East Palo Alto,2012,Residence,Drive Alone,0.686,ACS_B08301_5YR
East Palo Alto,2012,Residence,Other,0.031,ACS_B08301_5YR
East Palo Alto,2012,Residence,Transit,0.055,ACS_B08301_5YR
East Palo Alto,2012,Residence,Walk,0.027,ACS_B08301_5YR
East Palo Alto,2012,Residence,Work From Home,0.024,ACS_B08301_5YR
El Cerrito,2012,Residence,Bicycle,0.022,ACS_B08301_5YR
El Cerrito,2012,Residence,Carpool,0.097,ACS_B08301_5YR
El Cerrito,2012,Residence,Drive Alone,0.54,ACS_B08301_5YR
El Cerrito,2012,Residence,Other,0.014,ACS_B08301_5YR
El Cerrito,2012,Residence,Transit,0.23,ACS_B08301_5YR
El Cerrito,2012,Residence,Walk,0.019,ACS_B08301_5YR
El Cerrito,2012,Residence,Work From Home,0.078,ACS_B08301_5YR
Emeryville,2012,Residence,Bicycle,0.026,ACS_B08301_5YR
Emeryville,2012,Residence,Carpool,0.095,ACS_B08301_5YR
Emeryville,2012,Residence,Drive Alone,0.551,ACS_B08301_5YR
Emeryville,2012,Residence,Other,0.008,ACS_B08301_5YR
Emeryville,2012,Residence,Transit,0.172,ACS_B08301_5YR
Emeryville,2012,Residence,Walk,0.074,ACS_B08301_5YR
Emeryville,2012,Residence,Work From Home,0.074,ACS_B08301_5YR
Fairfax,2012,Residence,Bicycle,0.031,ACS_B08301_5YR
Fairfax,2012,Residence,Carpool,0.067,ACS_B08301_5YR
Fairfax,2012,Residence,Drive Alone,0.657,ACS_B08301_5YR
Fairfax,2012,Residence,Other,0.005,ACS_B08301_5YR
Fairfax,2012,Residence,Transit,0.07,ACS_B08301_5YR
Fairfax,2012,Residence,Walk,0.039,ACS_B08301_5YR
Fairfax,2012,Residence,Work From Home,0.13,ACS_B08301_5YR
Fairfield,2012,Residence,Bicycle,0.002,ACS_B08301_5YR
Fairfield,2012,Residence,Carpool,0.156,ACS_B08301_5YR
Fairfield,2012,Residence,Drive Alone,0.716,ACS_B08301_5YR
Fairfield,2012,Residence,Other,0.013,ACS_B08301_5YR
Fairfield,2012,Residence,Transit,0.025,ACS_B08301_5YR
Fairfield,2012,Residence,Walk,0.047,ACS_B08301_5YR
Fairfield,2012,Residence,Work From Home,0.041,ACS_B08301_5YR
Foster City,2012,Residence,Bicycle,0.005,ACS_B08301_5YR
Foster City,2012,Residence,Carpool,0.119,ACS_B08301_5YR
Foster City,2012,Residence,Drive Alone,0.753,ACS_B08301_5YR
Foster City,2012,Residence,Other,0.009,ACS_B08301_5YR
Foster City,2012,Residence,Transit,0.026,ACS_B08301_5YR
Foster City,2012,Residence,Walk,0.015,ACS_B08301_5YR
Foster City,2012,Residence,Work From Home,0.073,ACS_B08301_5YR
Fremont,2012,Residence,Bicycle,0.004,ACS_B08301_5YR
Fremont,2012,Residence,Carpool,0.109,ACS_B08301_5YR
Fremont,2012,Residence,Drive Alone,0.748,ACS_B08301_5YR
Fremont,2012,Residence,Other,0.012,ACS_B08301_5YR
Fremont,2012,Residence,Transit,0.074,ACS_B08301_5YR
Fremont,2012,Residence,Walk,0.015,ACS_B08301_5YR
Fremont,2012,Residence,Work From Home,0.04,ACS_B08301_5YR
Gilroy,2012,Residence,Bicycle,0.009,ACS_B08301_5YR
Gilroy,2012,Residence,Carpool,0.17,ACS_B08301_5YR
Gilroy,2012,Residence,Drive Alone,0.725,ACS_B08301_5YR
Gilroy,2012,Residence,Other,0.021,ACS_B08301_5YR
Gilroy,2012,Residence,Transit,0.026,ACS_B08301_5YR
Gilroy,2012,Residence,Walk,0.016,ACS_B08301_5YR
Gilroy,2012,Residence,Work From Home,0.034,ACS_B08301_5YR
Half Moon Bay,2012,Residence,Bicycle,0.008,ACS_B08301_5YR
Half Moon Bay,2012,Residence,Carpool,0.11,ACS_B08301_5YR
Half Moon Bay,2012,Residence,Drive Alone,0.745,ACS_B08301_5YR
Half Moon Bay,2012,Residence,Other,0.01,ACS_B08301_5YR
Half Moon Bay,2012,Residence,Transit,0.026,ACS_B08301_5YR
Half Moon Bay,2012,Residence,Walk,0.034,ACS_B08301_5YR
Half Moon Bay,2012,Residence,Work From Home,0.068,ACS_B08301_5YR
Hayward,2012,Residence,Bicycle,0.003,ACS_B08301_5YR
Hayward,2012,Residence,Carpool,0.157,ACS_B08301_5YR
Hayward,2012,Residence,Drive Alone,0.707,ACS_B08301_5YR
Hayward,2012,Residence,Other,0.011,ACS_B08301_5YR
Hayward,2012,Residence,Transit,0.077,ACS_B08301_5YR
Hayward,2012,Residence,Walk,0.019,ACS_B08301_5YR
Hayward,2012,Residence,Work From Home,0.026,ACS_B08301_5YR
Healdsburg,2012,Residence,Bicycle,0.024,ACS_B08301_5YR
Healdsburg,2012,Residence,Carpool,0.088,ACS_B08301_5YR
Healdsburg,2012,Residence,Drive Alone,0.726,ACS_B08301_5YR
Healdsburg,2012,Residence,Other,0.021,ACS_B08301_5YR
Healdsburg,2012,Residence,Transit,0.02,ACS_B08301_5YR
Healdsburg,2012,Residence,Walk,0.066,ACS_B08301_5YR
Healdsburg,2012,Residence,Work From Home,0.055,ACS_B08301_5YR
Hercules,2012,Residence,Bicycle,0.003,ACS_B08301_5YR
Hercules,2012,Residence,Carpool,0.171,ACS_B08301_5YR
Hercules,2012,Residence,Drive Alone,0.675,ACS_B08301_5YR
Hercules,2012,Residence,Other,0.015,ACS_B08301_5YR
Hercules,2012,Residence,Transit,0.102,ACS_B08301_5YR
Hercules,2012,Residence,Walk,0.004,ACS_B08301_5YR
Hercules,2012,Residence,Work From Home,0.031,ACS_B08301_5YR
Hillsborough,2012,Residence,Bicycle,0,ACS_B08301_5YR
Hillsborough,2012,Residence,Carpool,0.079,ACS_B08301_5YR
Hillsborough,2012,Residence,Drive Alone,0.731,ACS_B08301_5YR
Hillsborough,2012,Residence,Other,0.006,ACS_B08301_5YR
Hillsborough,2012,Residence,Transit,0.05,ACS_B08301_5YR
Hillsborough,2012,Residence,Walk,0.013,ACS_B08301_5YR
Hillsborough,2012,Residence,Work From Home,0.121,ACS_B08301_5YR
Lafayette,2012,Residence,Bicycle,0.003,ACS_B08301_5YR
Lafayette,2012,Residence,Carpool,0.07,ACS_B08301_5YR
Lafayette,2012,Residence,Drive Alone,0.667,ACS_B08301_5YR
Lafayette,2012,Residence,Other,0.01,ACS_B08301_5YR
Lafayette,2012,Residence,Transit,0.143,ACS_B08301_5YR
Lafayette,2012,Residence,Walk,0.013,ACS_B08301_5YR
Lafayette,2012,Residence,Work From Home,0.094,ACS_B08301_5YR
Larkspur,2012,Residence,Bicycle,0.015,ACS_B08301_5YR
Larkspur,2012,Residence,Carpool,0.059,ACS_B08301_5YR
Larkspur,2012,Residence,Drive Alone,0.713,ACS_B08301_5YR
Larkspur,2012,Residence,Other,0.008,ACS_B08301_5YR
Larkspur,2012,Residence,Transit,0.107,ACS_B08301_5YR
Larkspur,2012,Residence,Walk,0.025,ACS_B08301_5YR
Larkspur,2012,Residence,Work From Home,0.073,ACS_B08301_5YR
Livermore,2012,Residence,Bicycle,0.012,ACS_B08301_5YR
Livermore,2012,Residence,Carpool,0.093,ACS_B08301_5YR
Livermore,2012,Residence,Drive Alone,0.797,ACS_B08301_5YR
Livermore,2012,Residence,Other,0.008,ACS_B08301_5YR
Livermore,2012,Residence,Transit,0.031,ACS_B08301_5YR
Livermore,2012,Residence,Walk,0.014,ACS_B08301_5YR
Livermore,2012,Residence,Work From Home,0.045,ACS_B08301_5YR
Los Altos,2012,Residence,Bicycle,0.018,ACS_B08301_5YR
Los Altos,2012,Residence,Carpool,0.046,ACS_B08301_5YR
Los Altos,2012,Residence,Drive Alone,0.793,ACS_B08301_5YR
Los Altos,2012,Residence,Other,0.006,ACS_B08301_5YR
Los Altos,2012,Residence,Transit,0.022,ACS_B08301_5YR
Los Altos,2012,Residence,Walk,0.016,ACS_B08301_5YR
Los Altos,2012,Residence,Work From Home,0.098,ACS_B08301_5YR
Los Altos Hills,2012,Residence,Bicycle,0.018,ACS_B08301_5YR
Los Altos Hills,2012,Residence,Carpool,0.064,ACS_B08301_5YR
Los Altos Hills,2012,Residence,Drive Alone,0.802,ACS_B08301_5YR
Los Altos Hills,2012,Residence,Other,0,ACS_B08301_5YR
Los Altos Hills,2012,Residence,Transit,0,ACS_B08301_5YR
Los Altos Hills,2012,Residence,Walk,0.007,ACS_B08301_5YR
Los Altos Hills,2012,Residence,Work From Home,0.109,ACS_B08301_5YR
Los Gatos,2012,Residence,Bicycle,0.007,ACS_B08301_5YR
Los Gatos,2012,Residence,Carpool,0.049,ACS_B08301_5YR
Los Gatos,2012,Residence,Drive Alone,0.828,ACS_B08301_5YR
Los Gatos,2012,Residence,Other,0.013,ACS_B08301_5YR
Los Gatos,2012,Residence,Transit,0.006,ACS_B08301_5YR
Los Gatos,2012,Residence,Walk,0.02,ACS_B08301_5YR
Los Gatos,2012,Residence,Work From Home,0.076,ACS_B08301_5YR
Martinez,2012,Residence,Bicycle,0.006,ACS_B08301_5YR
Martinez,2012,Residence,Carpool,0.096,ACS_B08301_5YR
Martinez,2012,Residence,Drive Alone,0.756,ACS_B08301_5YR
Martinez,2012,Residence,Other,0.008,ACS_B08301_5YR
Martinez,2012,Residence,Transit,0.064,ACS_B08301_5YR
Martinez,2012,Residence,Walk,0.017,ACS_B08301_5YR
Martinez,2012,Residence,Work From Home,0.054,ACS_B08301_5YR
Menlo Park,2012,Residence,Bicycle,0.076,ACS_B08301_5YR
Menlo Park,2012,Residence,Carpool,0.076,ACS_B08301_5YR
Menlo Park,2012,Residence,Drive Alone,0.696,ACS_B08301_5YR
Menlo Park,2012,Residence,Other,0.005,ACS_B08301_5YR
Menlo Park,2012,Residence,Transit,0.046,ACS_B08301_5YR
Menlo Park,2012,Residence,Walk,0.022,ACS_B08301_5YR
Menlo Park,2012,Residence,Work From Home,0.079,ACS_B08301_5YR
Mill Valley,2012,Residence,Bicycle,0.026,ACS_B08301_5YR
Mill Valley,2012,Residence,Carpool,0.069,ACS_B08301_5YR
Mill Valley,2012,Residence,Drive Alone,0.634,ACS_B08301_5YR
Mill Valley,2012,Residence,Other,0.001,ACS_B08301_5YR
Mill Valley,2012,Residence,Transit,0.09,ACS_B08301_5YR
Mill Valley,2012,Residence,Walk,0.038,ACS_B08301_5YR
Mill Valley,2012,Residence,Work From Home,0.142,ACS_B08301_5YR
Millbrae,2012,Residence,Bicycle,0.002,ACS_B08301_5YR
Millbrae,2012,Residence,Carpool,0.114,ACS_B08301_5YR
Millbrae,2012,Residence,Drive Alone,0.704,ACS_B08301_5YR
Millbrae,2012,Residence,Other,0.023,ACS_B08301_5YR
Millbrae,2012,Residence,Transit,0.091,ACS_B08301_5YR
Millbrae,2012,Residence,Walk,0.027,ACS_B08301_5YR
Millbrae,2012,Residence,Work From Home,0.038,ACS_B08301_5YR
Milpitas,2012,Residence,Bicycle,0.001,ACS_B08301_5YR
Milpitas,2012,Residence,Carpool,0.114,ACS_B08301_5YR
Milpitas,2012,Residence,Drive Alone,0.807,ACS_B08301_5YR
Milpitas,2012,Residence,Other,0.012,ACS_B08301_5YR
Milpitas,2012,Residence,Transit,0.025,ACS_B08301_5YR
Milpitas,2012,Residence,Walk,0.007,ACS_B08301_5YR
Milpitas,2012,Residence,Work From Home,0.033,ACS_B08301_5YR
Monte Sereno,2012,Residence,Bicycle,0.006,ACS_B08301_5YR
Monte Sereno,2012,Residence,Carpool,0.061,ACS_B08301_5YR
Monte Sereno,2012,Residence,Drive Alone,0.795,ACS_B08301_5YR
Monte Sereno,2012,Residence,Other,0,ACS_B08301_5YR
Monte Sereno,2012,Residence,Transit,0,ACS_B08301_5YR
Monte Sereno,2012,Residence,Walk,0,ACS_B08301_5YR
Monte Sereno,2012,Residence,Work From Home,0.138,ACS_B08301_5YR
Moraga,2012,Residence,Bicycle,0.001,ACS_B08301_5YR
Moraga,2012,Residence,Carpool,0.069,ACS_B08301_5YR
Moraga,2012,Residence,Drive Alone,0.652,ACS_B08301_5YR
Moraga,2012,Residence,Other,0.007,ACS_B08301_5YR
Moraga,2012,Residence,Transit,0.151,ACS_B08301_5YR
Moraga,2012,Residence,Walk,0.03,ACS_B08301_5YR
Moraga,2012,Residence,Work From Home,0.089,ACS_B08301_5YR
Morgan Hill,2012,Residence,Bicycle,0.008,ACS_B08301_5YR
Morgan Hill,2012,Residence,Carpool,0.117,ACS_B08301_5YR
Morgan Hill,2012,Residence,Drive Alone,0.731,ACS_B08301_5YR
Morgan Hill,2012,Residence,Other,0.016,ACS_B08301_5YR
Morgan Hill,2012,Residence,Transit,0.029,ACS_B08301_5YR
Morgan Hill,2012,Residence,Walk,0.028,ACS_B08301_5YR
Morgan Hill,2012,Residence,Work From Home,0.07,ACS_B08301_5YR
Mountain View,2012,Residence,Bicycle,0.042,ACS_B08301_5YR
Mountain View,2012,Residence,Carpool,0.104,ACS_B08301_5YR
Mountain View,2012,Residence,Drive Alone,0.708,ACS_B08301_5YR
Mountain View,2012,Residence,Other,0.028,ACS_B08301_5YR
Mountain View,2012,Residence,Transit,0.045,ACS_B08301_5YR
Mountain View,2012,Residence,Walk,0.025,ACS_B08301_5YR
Mountain View,2012,Residence,Work From Home,0.05,ACS_B08301_5YR
Napa,2012,Residence,Bicycle,0.009,ACS_B08301_5YR
Napa,2012,Residence,Carpool,0.126,ACS_B08301_5YR
Napa,2012,Residence,Drive Alone,0.776,ACS_B08301_5YR
Napa,2012,Residence,Other,0.007,ACS_B08301_5YR
Napa,2012,Residence,Transit,0.014,ACS_B08301_5YR
Napa,2012,Residence,Walk,0.029,ACS_B08301_5YR
Napa,2012,Residence,Work From Home,0.04,ACS_B08301_5YR
Newark,2012,Residence,Bicycle,0.004,ACS_B08301_5YR
Newark,2012,Residence,Carpool,0.121,ACS_B08301_5YR
Newark,2012,Residence,Drive Alone,0.794,ACS_B08301_5YR
Newark,2012,Residence,Other,0.014,ACS_B08301_5YR
Newark,2012,Residence,Transit,0.042,ACS_B08301_5YR
Newark,2012,Residence,Walk,0.007,ACS_B08301_5YR
Newark,2012,Residence,Work From Home,0.019,ACS_B08301_5YR
Novato,2012,Residence,Bicycle,0.005,ACS_B08301_5YR
Novato,2012,Residence,Carpool,0.119,ACS_B08301_5YR
Novato,2012,Residence,Drive Alone,0.732,ACS_B08301_5YR
Novato,2012,Residence,Other,0.004,ACS_B08301_5YR
Novato,2012,Residence,Transit,0.048,ACS_B08301_5YR
Novato,2012,Residence,Walk,0.019,ACS_B08301_5YR
Novato,2012,Residence,Work From Home,0.073,ACS_B08301_5YR
Oakland,2012,Residence,Bicycle,0.024,ACS_B08301_5YR
Oakland,2012,Residence,Carpool,0.107,ACS_B08301_5YR
Oakland,2012,Residence,Drive Alone,0.563,ACS_B08301_5YR
Oakland,2012,Residence,Other,0.019,ACS_B08301_5YR
Oakland,2012,Residence,Transit,0.179,ACS_B08301_5YR
Oakland,2012,Residence,Walk,0.042,ACS_B08301_5YR
Oakland,2012,Residence,Work From Home,0.065,ACS_B08301_5YR
Oakley,2012,Residence,Bicycle,0.006,ACS_B08301_5YR
Oakley,2012,Residence,Carpool,0.14,ACS_B08301_5YR
Oakley,2012,Residence,Drive Alone,0.771,ACS_B08301_5YR
Oakley,2012,Residence,Other,0.005,ACS_B08301_5YR
Oakley,2012,Residence,Transit,0.025,ACS_B08301_5YR
Oakley,2012,Residence,Walk,0.015,ACS_B08301_5YR
Oakley,2012,Residence,Work From Home,0.037,ACS_B08301_5YR
Orinda,2012,Residence,Bicycle,0.013,ACS_B08301_5YR
Orinda,2012,Residence,Carpool,0.054,ACS_B08301_5YR
Orinda,2012,Residence,Drive Alone,0.655,ACS_B08301_5YR
Orinda,2012,Residence,Other,0.013,ACS_B08301_5YR
Orinda,2012,Residence,Transit,0.145,ACS_B08301_5YR
Orinda,2012,Residence,Walk,0.009,ACS_B08301_5YR
Orinda,2012,Residence,Work From Home,0.112,ACS_B08301_5YR
Pacifica,2012,Residence,Bicycle,0.001,ACS_B08301_5YR
Pacifica,2012,Residence,Carpool,0.094,ACS_B08301_5YR
Pacifica,2012,Residence,Drive Alone,0.754,ACS_B08301_5YR
Pacifica,2012,Residence,Other,0.014,ACS_B08301_5YR
Pacifica,2012,Residence,Transit,0.061,ACS_B08301_5YR
Pacifica,2012,Residence,Walk,0.01,ACS_B08301_5YR
Pacifica,2012,Residence,Work From Home,0.066,ACS_B08301_5YR
Palo Alto,2012,Residence,Bicycle,0.085,ACS_B08301_5YR
Palo Alto,2012,Residence,Carpool,0.072,ACS_B08301_5YR
Palo Alto,2012,Residence,Drive Alone,0.646,ACS_B08301_5YR
Palo Alto,2012,Residence,Other,0.008,ACS_B08301_5YR
Palo Alto,2012,Residence,Transit,0.054,ACS_B08301_5YR
Palo Alto,2012,Residence,Walk,0.052,ACS_B08301_5YR
Palo Alto,2012,Residence,Work From Home,0.084,ACS_B08301_5YR
Petaluma,2012,Residence,Bicycle,0.015,ACS_B08301_5YR
Petaluma,2012,Residence,Carpool,0.125,ACS_B08301_5YR
Petaluma,2012,Residence,Drive Alone,0.73,ACS_B08301_5YR
Petaluma,2012,Residence,Other,0.009,ACS_B08301_5YR
Petaluma,2012,Residence,Transit,0.031,ACS_B08301_5YR
Petaluma,2012,Residence,Walk,0.028,ACS_B08301_5YR
Petaluma,2012,Residence,Work From Home,0.063,ACS_B08301_5YR
Piedmont,2012,Residence,Bicycle,0.018,ACS_B08301_5YR
Piedmont,2012,Residence,Carpool,0.173,ACS_B08301_5YR
Piedmont,2012,Residence,Drive Alone,0.557,ACS_B08301_5YR
Piedmont,2012,Residence,Other,0.016,ACS_B08301_5YR
Piedmont,2012,Residence,Transit,0.114,ACS_B08301_5YR
Piedmont,2012,Residence,Walk,0.026,ACS_B08301_5YR
Piedmont,2012,Residence,Work From Home,0.096,ACS_B08301_5YR
Pinole,2012,Residence,Bicycle,0,ACS_B08301_5YR
Pinole,2012,Residence,Carpool,0.172,ACS_B08301_5YR
Pinole,2012,Residence,Drive Alone,0.669,ACS_B08301_5YR
Pinole,2012,Residence,Other,0.013,ACS_B08301_5YR
Pinole,2012,Residence,Transit,0.084,ACS_B08301_5YR
Pinole,2012,Residence,Walk,0,ACS_B08301_5YR
Pinole,2012,Residence,Work From Home,0.062,ACS_B08301_5YR
Pittsburg,2012,Residence,Bicycle,0.002,ACS_B08301_5YR
Pittsburg,2012,Residence,Carpool,0.193,ACS_B08301_5YR
Pittsburg,2012,Residence,Drive Alone,0.665,ACS_B08301_5YR
Pittsburg,2012,Residence,Other,0.012,ACS_B08301_5YR
Pittsburg,2012,Residence,Transit,0.085,ACS_B08301_5YR
Pittsburg,2012,Residence,Walk,0.009,ACS_B08301_5YR
Pittsburg,2012,Residence,Work From Home,0.034,ACS_B08301_5YR
Pleasant Hill,2012,Residence,Bicycle,0.007,ACS_B08301_5YR
Pleasant Hill,2012,Residence,Carpool,0.079,ACS_B08301_5YR
Pleasant Hill,2012,Residence,Drive Alone,0.702,ACS_B08301_5YR
Pleasant Hill,2012,Residence,Other,0.007,ACS_B08301_5YR
Pleasant Hill,2012,Residence,Transit,0.122,ACS_B08301_5YR
Pleasant Hill,2012,Residence,Walk,0.015,ACS_B08301_5YR
Pleasant Hill,2012,Residence,Work From Home,0.067,ACS_B08301_5YR
Pleasanton,2012,Residence,Bicycle,0.008,ACS_B08301_5YR
Pleasanton,2012,Residence,Carpool,0.077,ACS_B08301_5YR
Pleasanton,2012,Residence,Drive Alone,0.75,ACS_B08301_5YR
Pleasanton,2012,Residence,Other,0.005,ACS_B08301_5YR
Pleasanton,2012,Residence,Transit,0.072,ACS_B08301_5YR
Pleasanton,2012,Residence,Walk,0.027,ACS_B08301_5YR
Pleasanton,2012,Residence,Work From Home,0.061,ACS_B08301_5YR
Portola Valley,2012,Residence,Bicycle,0,ACS_B08301_5YR
Portola Valley,2012,Residence,Carpool,0.009,ACS_B08301_5YR
Portola Valley,2012,Residence,Drive Alone,0.761,ACS_B08301_5YR
